time_1,time_2,gols_1,gols_2,data,ano,país_sede,comparecimento,resultado,rodada,gols_1_detalhes,gols_2_detalhes,gols_1_contra,gols_2_contra,gols_1_penalti,gols_2_penalti,cartao_vermelho_1,cartao_vermelho_2,cartao_amarelo_1,cartao_amarelo_2,copa
Netherlands,Mexico,2,2,1998-06-25,1998,France,30600,2–2,Group stage,Phillip Cocu · 4|Ronald de Boer · 18,Ricardo Peláez · 75|Claudio Suárez · 90,,,,,,Ramón Ramírez · 89,"['21&rsquor;|2:0|Jaap Stam', '46&rsquor;|2:0|Arthur Numan']","['18&rsquor;|1:0|Germán Villa', '46&rsquor;|2:0|Luis Hernández', '58&rsquor;|2:0|Salvador Carmona', '68&rsquor;|2:0|Ricardo Peláez']",Masculina
Belgium,Korea Republic,1,1,1998-06-25,1998,France,45500,1–1,Group stage,Luc Nilis · 7,Yoo Sang-chul · 71,,,,,,,['65&rsquor;|1:0|Vital Borkelmans'],"['48&rsquor;|1:0|Kim Tae-young', '67&rsquor;|1:0|Lee Lim-saeng', '83&rsquor;|1:1|Kim Byung-ji', '83&rsquor;|1:1|Lee Min-sung']",Masculina
United States,FR Yugoslavia,0,1,1998-06-25,1998,France,38500,0–1,Group stage,,Slobodan Komljenović · 4,,,,,,,['13&rsquor;|0:1|Claudio Reyna'],"['41&rsquor;|0:1|Dejan Stanković', '61&rsquor;|0:1|Perica Ognjenović']",Masculina
Germany,IR Iran,2,0,1998-06-25,1998,France,35500,2–0,Group stage,Oliver Bierhoff · 50|Jürgen Klinsmann · 58,,,,,,,,"['31&rsquor;|0:0|Jürgen Klinsmann', '45&rsquor;|0:0|Thomas Häßler']",['47&rsquor;|0:0|Ali Daei'],Masculina
South Africa,Saudi Arabia,2,2,1998-06-24,1998,France,31800,2–2,Group stage,Shaun Bartlett · 18,,,,Shaun Bartlett (P) · 90,Sami Al-Jaber (P) · 45|Yousuf Al-Thunayan (P) · 74,,,"['38&rsquor;|1:0|Quinton Fortune', '65&rsquor;|1:1|Lucas Radebe']",['30&rsquor;|1:0|Khamis Al-Dosari'],Masculina
France,Denmark,2,1,1998-06-24,1998,France,39100,2–1,Group stage,Emmanuel Petit · 57,,,,Youri Djorkaeff (P) · 12,Michael Laudrup (P) · 42,,,"['53&rsquor;|1:1|Bernard Diomède', '62&rsquor;|2:1|Patrick Vieira']","['65&rsquor;|2:1|Søren Colding', '78&rsquor;|2:1|Stig Tøfting']",Masculina
Spain,Bulgaria,6,1,1998-06-24,1998,France,41275,6–1,Group stage,Luis Enrique · 18|Fernando Morientes · 55|Fernando Morientes · 81|Kiko · 90,Emil Kostadinov · 58,Georgi Bachev (OG) · 88,,Fernando Hierro (P) · 6,,,,"['16&rsquor;|1:0|Carlos Aguilera', '73&rsquor;|3:1|Julen Guerrero']","['45&rsquor;|2:0|Lyuboslav Penev', '85&rsquor;|4:1|Georgi Bachev']",Masculina
Nigeria,Paraguay,1,3,1998-06-24,1998,France,33400,1–3,Group stage,Wilson Oruma · 11,Celso Ayala · 1|Miguel Ángel Benítez · 59|José Cardozo · 86,,,,,,,"['25&rsquor;|1:1|Augustine Eguavoen', '38&rsquor;|1:1|Benedict Iroha']",,Masculina
Italy,Austria,2,1,1998-06-23,1998,France,80000,2–1,Group stage,Christian Vieri · 49|Roberto Baggio · 90,,,,,Andreas Herzog (P) · 90,,,['87&rsquor;|1:0|Paolo Maldini'],"['3&rsquor;|0:0|Wolfgang Feiersinger', '35&rsquor;|0:0|Ivica Vastić', '43&rsquor;|0:0|Peter Schöttel', '88&rsquor;|1:0|Hannes Reinmayr']",Masculina
Chile,Cameroon,1,1,1998-06-23,1998,France,39500,1–1,Group stage,José Luis Sierra · 20,Patrick M'Boma · 56,,,,,,Rigobert Song · 51|Lauren · 88,"['50&rsquor;|1:0|Nelson Parraguez', '55&rsquor;|1:0|Francisco Rojas Rojas', '67&rsquor;|1:1|Moisés Villarroel', '89&rsquor;|1:1|Miguel Ramírez']",['8&rsquor;|0:0|Rigobert Song'],Masculina
Brazil,Norway,1,2,1998-06-23,1998,France,57000,1–2,Group stage,Bebeto · 78,Tore André Flo · 83,,,,Kjetil Rekdal (P) · 89,,,,"['54&rsquor;|0:0|Øyvind Leonhardsen', '61&rsquor;|0:0|Tore André Flo']",Masculina
Scotland,Morocco,0,3,1998-06-23,1998,France,36000,0–3,Group stage,,Salaheddine Bassir · 23|Abdeljalil Hadda · 47|Salaheddine Bassir · 85,,,,,Craig Burley · 53,,['21&rsquor;|0:0|Kevin Gallacher'],['81&rsquor;|0:2|Youssef Chippo'],Masculina
Colombia,Tunisia,1,0,1998-06-22,1998,France,35500,1–0,Group stage,Léider Preciado · 83,,,,,,,,['18&rsquor;|0:0|José Santa'],"['16&rsquor;|0:0|Riadh Bouazizi', '16&rsquor;|0:0|Raouf Bouzaiene', '83&rsquor;|0:0|José Clayton']",Masculina
Romania,England,2,1,1998-06-22,1998,France,33140,2–1,Group stage,Viorel Moldovan · 47|Dan Petrescu · 90,Michael Owen · 83,,,,,,,"['4&rsquor;|0:0|Gheorghe Hagi', '46&rsquor;|0:0|Gheorghe Popescu', '78&rsquor;|1:0|Liviu Ciobotariu', '88&rsquor;|1:1|Iulian Filipescu']",,Masculina
Germany,FR Yugoslavia,2,2,1998-06-21,1998,France,41275,2–2,Group stage,Oliver Bierhoff · 80,Predrag Mijatović · 13|Dragan Stojković · 54,Siniša Mihajlović (OG) · 72,,,,,,['75&rsquor;|1:2|Lothar Matthäus'],,Masculina
Argentina,Jamaica,5,0,1998-06-21,1998,France,45500,5–0,Group stage,Ariel Ortega · 32|Ariel Ortega · 55|Gabriel Batistuta · 72|Gabriel Batistuta · 79,,,,Gabriel Batistuta (P) · 83,,,,['65&rsquor;|2:0|José Chamot'],"['4&rsquor;|0:0|Darryl Powell', '88&rsquor;|5:0|Peter Cargill']",Masculina
United States,IR Iran,1,2,1998-06-21,1998,France,43300,1–2,Group stage,Brian McBride · 87,Hamid Estili · 40|Mehdi Mahdavikia · 84,,,,,,,['18&rsquor;|0:0|David Regis'],"['8&rsquor;|0:0|Mehrdad Minavand', '77&rsquor;|0:1|Javad Zarincheh']",Masculina
Japan,Croatia,0,1,1998-06-20,1998,France,35500,0–1,Group stage,,Davor Šuker · 77,,,,,,,"['41&rsquor;|0:0|Hiroshi Nanami', '70&rsquor;|0:0|Eisuke Nakanishi', '89&rsquor;|0:1|Yutaka Akita']","['26&rsquor;|0:0|Robert Prosinečki', '83&rsquor;|0:1|Mario Stanić']",Masculina
Belgium,Mexico,2,2,1998-06-20,1998,France,31800,2–2,Group stage,Marc Wilmots · 43|Marc Wilmots · 47,Carlos Blanco · 62,,,,Alberto García Aspe (P) · 55,Gert Verheyen · 54,Pável Pardo · 28,['68&rsquor;|2:2|Gordan Vidović'],"['39&rsquor;|0:0|Ramón Ramírez', '47&rsquor;|1:0|Carlos Blanco']",Masculina
Netherlands,Korea Republic,5,0,1998-06-20,1998,France,55000,5–0,Group stage,Phillip Cocu · 38|Marc Overmars · 42|Dennis Bergkamp · 71|Pierre van Hooijdonk · 80|Ronald de Boer · 83,,,,,,,,,"['26&rsquor;|0:0|Choi Yong-soo', '90&rsquor;|5:0|Ko Jong-soo']",Masculina
Nigeria,Bulgaria,1,0,1998-06-19,1998,France,48000,1–0,Group stage,Victor Ikpeba · 26,,,,,,,,"['20&rsquor;|0:0|Mutiu Adepoju', '44&rsquor;|1:0|Uche Okechukwu', '49&rsquor;|1:0|Victor Ikpeba', '70&rsquor;|1:0|Jay-Jay Okocha']","['66&rsquor;|1:0|Ilian Iliev', '78&rsquor;|1:0|Radostin Kishishev']",Masculina
Spain,Paraguay,0,0,1998-06-19,1998,France,36000,0–0,Group stage,,,,,,,,,"['8&rsquor;|0:0|Sergi Barjuán', '87&rsquor;|0:0|Kiko']","['30&rsquor;|0:0|Celso Ayala', '76&rsquor;|0:0|Francisco Arce']",Masculina
South Africa,Denmark,1,1,1998-06-18,1998,France,33500,1–1,Group stage,Benni McCarthy · 52,Allan Nielsen · 13,,,,,Alfred Phiri · 68,Miklos Molnar · 66|Morten Wieghorst · 85,"['28&rsquor;|0:1|David Nyathi', '63&rsquor;|1:1|Pierre Issa', '65&rsquor;|1:1|Alfred Phiri', '73&rsquor;|1:1|Lucas Radebe']","['23&rsquor;|0:1|Michael Schjønberg', '56&rsquor;|1:1|Jes Høgh', '57&rsquor;|1:1|Peter Schmeichel']",Masculina
France,Saudi Arabia,4,0,1998-06-18,1998,France,80000,4–0,Group stage,Thierry Henry · 36|David Trezeguet · 68|Thierry Henry · 77|Bixente Lizarazu · 85,,,,,,Zinédine Zidane · 71,Mohammed Al Khilaiwi · 19,"['36&rsquor;|0:0|Laurent Blanc', '50&rsquor;|1:0|Bixente Lizarazu']","['7&rsquor;|0:0|Mohammed Al-Jahani', '82&rsquor;|3:0|Sami Al-Jaber']",Masculina
Chile,Austria,1,1,1998-06-17,1998,France,36000,1–1,Group stage,Marcelo Salas · 70,Ivica Vastić · 90,,,,,,,"['16&rsquor;|0:0|Moisés Villarroel', '47&rsquor;|0:0|Fabián Estay', '58&rsquor;|0:0|Marcelo Salas', '74&rsquor;|1:0|Iván Zamorano']",['26&rsquor;|0:0|Peter Schöttel'],Masculina
Italy,Cameroon,3,0,1998-06-17,1998,France,35500,3–0,Group stage,Luigi Di Biagio · 7|Christian Vieri · 75|Christian Vieri · 89,,,,,,,Raymond Kalla · 42,"['26&rsquor;|1:0|Alessandro Costacurta', '63&rsquor;|1:0|Luigi Di Biagio']","['6&rsquor;|0:0|Pierre Womé', '16&rsquor;|1:0|Pierre Njanka', '79&rsquor;|2:0|Didier Angibeaud', '85&rsquor;|2:0|Rigobert Song']",Masculina
Scotland,Norway,1,1,1998-06-16,1998,France,31800,1–1,Group stage,Craig Burley · 66,Håvard Flo · 46,,,,,,,"['24&rsquor;|0:0|Gordon Durie', '56&rsquor;|0:1|Darren Jackson']","['53&rsquor;|0:1|Kjetil Rekdal', '58&rsquor;|0:1|Henning Berg']",Masculina
Brazil,Morocco,3,0,1998-06-16,1998,France,38500,3–0,Group stage,Ronaldo · 9|Rivaldo · 45|Bebeto · 50,,,,,,,,"['36&rsquor;|1:0|César Sampaio', '87&rsquor;|3:0|Júnior Baiano']","['32&rsquor;|1:0|Abdeljalil Hadda', '64&rsquor;|3:0|Saïd Chiba']",Masculina
England,Tunisia,2,0,1998-06-15,1998,France,54587,2–0,Group stage,Alan Shearer · 43|Paul Scholes · 89,,,,,,,,['88&rsquor;|1:0|Sol Campbell'],"['48&rsquor;|1:0|José Clayton', '70&rsquor;|1:0|Imed Ben Younes', '87&rsquor;|1:0|Kaies Ghodhbane']",Masculina
Romania,Colombia,1,0,1998-06-15,1998,France,43300,1–0,Group stage,Adrian Ilie · 45,,,,,,,,"['54&rsquor;|1:0|Iulian Filipescu', '69&rsquor;|1:0|Dorinel Munteanu', '78&rsquor;|1:0|Dan Petrescu']",['47&rsquor;|1:0|José Santa'],Masculina
Germany,United States,2,0,1998-06-15,1998,France,49000,2–0,Group stage,Andreas Möller · 9|Jürgen Klinsmann · 65,,,,,,,,"['30&rsquor;|1:0|Jens Jeremies', '77&rsquor;|2:0|Dietmar Hamann', '84&rsquor;|2:0|Jörg Heinrich']","['50&rsquor;|1:0|Frankie Hejduk', '85&rsquor;|2:0|Eddie Pope']",Masculina
Argentina,Japan,1,0,1998-06-14,1998,France,33500,1–0,Group stage,Gabriel Batistuta · 28,,,,,,,,,"['26&rsquor;|0:0|Masami Ihara', '67&rsquor;|1:0|Eisuke Nakanishi', '90&rsquor;|1:0|Takashi Hirano']",Masculina
FR Yugoslavia,IR Iran,1,0,1998-06-14,1998,France,36000,1–0,Group stage,Siniša Mihajlović · 73,,,,,,,,"['42&rsquor;|0:0|Željko Petrović', '60&rsquor;|0:0|Dragan Stojković']",,Masculina
Jamaica,Croatia,1,3,1998-06-14,1998,France,38100,1–3,Group stage,Robbie Earle · 45,Mario Stanić · 27|Robert Prosinečki · 53|Davor Šuker · 69,,,,,,,['62&rsquor;|1:2|Deon Burton'],"['5&rsquor;|0:0|Zvonimir Soldo', '59&rsquor;|1:2|Dario Šimić']",Masculina
Spain,Nigeria,2,3,1998-06-13,1998,France,38000,2–3,Group stage,Fernando Hierro · 21|Raúl · 47,Mutiu Adepoju · 24|Sunday Oliseh · 78,,Andoni Zubizarreta (OG) · 73,,,,,"['56&rsquor;|2:1|Guillermo Amor', '59&rsquor;|2:1|Miguel Ángel Nadal', '75&rsquor;|2:2|Iván Campo']",['62&rsquor;|2:1|Uche Okechukwu'],Masculina
Korea Republic,Mexico,1,3,1998-06-13,1998,France,39100,1–3,Group stage,Ha Seok-ju · 28,Ricardo Peláez · 51|Luis Hernández · 74|Luis Hernández · 84,,,,,Ha Seok-ju · 30,,['20&rsquor;|0:0|Lee Min-sung'],"['26&rsquor;|0:0|Jaime Ordiales', '27&rsquor;|0:0|Alberto García Aspe']",Masculina
Netherlands,Belgium,0,0,1998-06-13,1998,France,77000,0–0,Group stage,,,,,,,Patrick Kluivert · 82,,,"['20&rsquor;|0:0|Lorenzo Staelens', '30&rsquor;|0:0|Éric Deflandre']",Masculina
Paraguay,Bulgaria,0,0,1998-06-12,1998,France,27650,0–0,Group stage,,,,,,,,,['45&rsquor;|0:0|Miguel Ángel Benítez'],"['27&rsquor;|0:0|Anatoli Nankov', '45&rsquor;|0:0|Hristo Stoichkov', '73&rsquor;|0:0|Trifon Ivanov']",Masculina
Saudi Arabia,Denmark,0,1,1998-06-12,1998,France,38100,0–1,Group stage,,Marc Rieper · 69,,,,,,,['11&rsquor;|0:0|Khaled Al-Muwallid'],"['12&rsquor;|0:0|Morten Wieghorst', '60&rsquor;|0:0|Marc Rieper', '73&rsquor;|0:1|Allan Nielsen']",Masculina
France,South Africa,3,0,1998-06-12,1998,France,55000,3–0,Group stage,Christophe Dugarry · 34|Thierry Henry · 90,,Pierre Issa (OG) · 77,,,,,,"['28&rsquor;|0:0|Emmanuel Petit', '53&rsquor;|1:0|Didier Deschamps', '75&rsquor;|1:0|Zinédine Zidane']",['39&rsquor;|1:0|Willem Jackson'],Masculina
Italy,Chile,2,2,1998-06-11,1998,France,35200,2–2,Group stage,Christian Vieri · 10,Marcelo Salas · 45|Marcelo Salas · 49,,,Roberto Baggio (P) · 85,,,,"['8&rsquor;|0:0|Angelo Di Livio', '31&rsquor;|1:0|Fabio Cannavaro']","['45&rsquor;|1:0|Nelson Parraguez', '53&rsquor;|1:2|Clarence Acuña', '66&rsquor;|1:2|Francisco Rojas Rojas']",Masculina
Cameroon,Austria,1,1,1998-06-11,1998,France,36500,1–1,Group stage,Pierre Njanka · 77,Toni Polster · 90,,,,,,,['30&rsquor;|0:0|Samuel Ipoua'],['27&rsquor;|0:0|Anton Pfeffer'],Masculina
Brazil,Scotland,2,1,1998-06-10,1998,France,80000,2–1,Group stage,César Sampaio · 5,,Tom Boyd (OG) · 73,,,John Collins (P) · 38,,,"['37&rsquor;|1:0|César Sampaio', '45&rsquor;|1:1|Aldair']",['25&rsquor;|1:0|Darren Jackson'],Masculina
Morocco,Norway,2,2,1998-06-10,1998,France,29750,2–2,Group stage,Mustapha Hadji · 38|Abdeljalil Hadda · 59,Dan Eggen · 60,,Youssef Chippo (OG) · 45,,,,,['79&rsquor;|2:2|Saïd Chiba'],,Masculina
Brazil,Italy,0,0,1994-07-17,1994,United States,94194,(3) 0–0 (2),Final,,,,,,,,,"['4&rsquor;|0:0|Mazinho', '87&rsquor;|0:0|Cafú']","['41&rsquor;|0:0|Luigi Apolloni', '42&rsquor;|0:0|Demetrio Albertini']",Masculina
Sweden,Bulgaria,4,0,1994-07-16,1994,United States,91500,4–0,Third-place match,Tomas Brolin · 8|Håkan Mild · 30|Henrik Larsson · 37|Kennet Andersson · 40,,,,,,,,['82&rsquor;|4:0|Kennet Andersson'],['70&rsquor;|4:0|Zlatko Yankov'],Masculina
Bulgaria,Italy,1,2,1994-07-13,1994,United States,74110,1–2,Semi-finals,,Roberto Baggio · 21|Roberto Baggio · 25,,,Hristo Stoichkov (P) · 44,,,,"['52&rsquor;|1:2|Emil Kostadinov', '65&rsquor;|1:2|Yordan Letchkov', '83&rsquor;|1:2|Zlatko Yankov']","['61&rsquor;|1:2|Alessandro Costacurta', '80&rsquor;|1:2|Demetrio Albertini']",Masculina
Sweden,Brazil,0,1,1994-07-13,1994,United States,91856,0–1,Semi-finals,,Romário · 80,,,,,Jonas Thern · 63,,"['29&rsquor;|0:0|Roger Ljung', '86&rsquor;|0:1|Tomas Brolin']",['3&rsquor;|0:0|Zinho'],Masculina
Bulgaria,Germany,2,1,1994-07-10,1994,United States,72000,2–1,Quarter-finals,Hristo Stoichkov · 75|Yordan Letchkov · 78,,,,,Lothar Matthäus (P) · 47,,,"['22&rsquor;|0:0|Trifon Ivanov', '82&rsquor;|2:1|Hristo Stoichkov', '85&rsquor;|2:1|Borislav Mikhailov']","['14&rsquor;|0:0|Thomas Helmer', '15&rsquor;|0:0|Martin Wagner', '49&rsquor;|0:1|Thomas Häßler', '50&rsquor;|0:1|Jürgen Klinsmann', '89&rsquor;|2:1|Rudi Völler']",Masculina
Romania,Sweden,2,2,1994-07-10,1994,United States,83500,(4) 2–2 (5),Quarter-finals,Florin Răducioiu · 88|Florin Răducioiu · 101,Tomas Brolin · 78|Kennet Andersson · 115,,,,,,,"['21&rsquor;|0:0|Gheorghe Popescu', '34&rsquor;|0:0|Tibor Selymes', '108&rsquor;|2:1|Basarab Panduru']","['7&rsquor;|0:0|Klas Ingesson', '43&rsquor;|0:0|Stefan Schwarz']",Masculina
Italy,Spain,2,1,1994-07-09,1994,United States,53400,2–1,Quarter-finals,Dino Baggio · 25|Roberto Baggio · 88,José Luis Caminero · 58,,,,,,,,"['3&rsquor;|0:0|Abelardo Fernández', '19&rsquor;|0:0|José Luis Caminero']",Masculina
Netherlands,Brazil,2,3,1994-07-09,1994,United States,63500,2–3,Quarter-finals,Dennis Bergkamp · 64|Aron Winter · 76,Romário · 53|Bebeto · 63|Branco · 81,,,,,,,"['40&rsquor;|0:0|Aron Winter', '89&rsquor;|2:3|Jan Wouters']",['74&rsquor;|1:2|Dunga'],Masculina
Nigeria,Italy,1,2,1994-07-05,1994,United States,54367,1–2,Round of 16,Emmanuel Amunike · 25,Roberto Baggio · 88,,,,Roberto Baggio (P) · 102,,Gianfranco Zola · 75,"['2&rsquor;|0:0|Michael Emenalo', '41&rsquor;|1:0|Mutiu Adepoju', '53&rsquor;|1:0|Sunday Oliseh', '58&rsquor;|1:0|Chidi Nwanu']","['6&rsquor;|0:0|Daniele Massaro', '29&rsquor;|1:0|Alessandro Costacurta', '60&rsquor;|1:0|Giuseppe Signori', '62&rsquor;|1:0|Dino Baggio', '80&rsquor;|1:0|Paolo Maldini']",Masculina
Mexico,Bulgaria,1,1,1994-07-05,1994,United States,71030,(1) 1–1 (3),Round of 16,,Hristo Stoichkov · 6,,,Alberto García Aspe (P) · 18,,,,"['14&rsquor;|0:1|Claudio Suárez', '28&rsquor;|1:1|Luis García Postigo', '70&rsquor;|1:1|Ramón Ramírez', '76&rsquor;|1:1|Alberto García Aspe']","['12&rsquor;|0:1|Emil Kremenliev', '17&rsquor;|0:1|Nasko Sirakov', '34&rsquor;|1:1|Iliyan Kiryakov', '67&rsquor;|1:1|Ivaylo Yordanov']",Masculina
Netherlands,Republic of Ireland,2,0,1994-07-04,1994,United States,61355,2–0,Round of 16,Dennis Bergkamp · 11|Wim Jonk · 41,,,,,,,,['72&rsquor;|2:0|Ronald Koeman'],,Masculina
Brazil,United States,1,0,1994-07-04,1994,United States,84147,1–0,Round of 16,Bebeto · 72,,,,,,Leonardo Araújo · 43,,"['8&rsquor;|0:0|Mazinho', '16&rsquor;|0:0|Jorginho']","['43&rsquor;|0:0|Tab Ramos', '49&rsquor;|0:0|Paul Caligiuri', '64&rsquor;|0:0|Fernando Clavijo', '80&rsquor;|1:0|Thomas Dooley']",Masculina
Saudi Arabia,Sweden,1,3,1994-07-03,1994,United States,60277,1–3,Round of 16,Fahad Al-Ghesheyan · 85,Martin Dahlin · 6|Kennet Andersson · 51|Kennet Andersson · 88,,,,,,,['71&rsquor;|0:2|Khaled Al-Muwallid'],"['16&rsquor;|0:1|Roger Ljung', '67&rsquor;|0:2|Jonas Thern', '74&rsquor;|0:2|Roland Nilsson']",Masculina
Romania,Argentina,3,2,1994-07-03,1994,United States,90469,3–2,Round of 16,Ilie Dumitrescu · 11|Ilie Dumitrescu · 18|Gheorghe Hagi · 58,Abel Balbo · 75,,,,Gabriel Batistuta (P) · 16,,,"['50&rsquor;|2:1|Gheorghe Popescu', '68&rsquor;|3:1|Tibor Selymes', '84&rsquor;|3:2|Ilie Dumitrescu']","['33&rsquor;|2:1|Oscar Ruggeri', '55&rsquor;|2:1|Fernando Redondo', '56&rsquor;|2:1|José Chamot', '83&rsquor;|3:2|Fernando Cáceres']",Masculina
Germany,Belgium,3,2,1994-07-02,1994,United States,60246,3–2,Round of 16,Rudi Völler · 6|Jürgen Klinsmann · 11|Rudi Völler · 40,Georges Grün · 8|Philippe Albert · 90,,,,,,,"['13&rsquor;|2:1|Thomas Helmer', '37&rsquor;|2:1|Martin Wagner']",['38&rsquor;|2:1|Philippe Albert'],Masculina
Spain,Switzerland,3,0,1994-07-02,1994,United States,53121,3–0,Round of 16,Fernando Hierro · 15|Luis Enrique · 74,,,,Txiki Begiristain (P) · 86,,,,"['18&rsquor;|1:0|Ion Andoni Goikoetxea', '19&rsquor;|1:0|Albert Ferrer', '22&rsquor;|1:0|Francisco José Camarasa', '87&rsquor;|3:0|Jorge Otero']","['23&rsquor;|1:0|Marc Hottiger', '69&rsquor;|1:0|Jürg Studer', '77&rsquor;|2:0|Nestor Subiat', '85&rsquor;|2:0|Marco Pascolo']",Masculina
Greece,Nigeria,0,2,1994-06-30,1994,United States,53001,0–2,Group stage,,Finidi George · 45|Daniel Amokachi · 90,,,,,,,"['32&rsquor;|0:0|Tasos Mitropoulos', '41&rsquor;|0:0|Ioannis Kalitzakis']","['66&rsquor;|0:1|Sunday Oliseh', '70&rsquor;|0:1|Stephen Keshi']",Masculina
Argentina,Bulgaria,0,2,1994-06-30,1994,United States,63998,0–2,Group stage,,Hristo Stoichkov · 61|Nasko Sirakov · 90,,,,,,,"['34&rsquor;|0:0|Oscar Ruggeri', '44&rsquor;|0:0|Leonardo Rodríguez', '81&rsquor;|0:1|Gabriel Batistuta']","['7&rsquor;|0:0|Hristo Stoichkov', '24&rsquor;|0:0|Zlatko Yankov', '45&rsquor;|0:0|Tsanko Tsvetanov', '58&rsquor;|0:0|Trifon Ivanov', '74&rsquor;|0:1|Krasimir Balakov']",Masculina
Morocco,Netherlands,1,2,1994-06-29,1994,United States,60578,1–2,Group stage,Hassan Nader · 47,Dennis Bergkamp · 43|Bryan Roy · 77,,,,,,,"['12&rsquor;|0:0|Hassan Nader', '14&rsquor;|0:0|Tahar El Khalej', '25&rsquor;|0:0|Abdelmajid Bouyboud', '28&rsquor;|0:0|El Arbi Hababi', '41&rsquor;|0:0|Mohamed Samadi']","['75&rsquor;|1:1|Jan Wouters', '79&rsquor;|1:2|Stan Valckx']",Masculina
Belgium,Saudi Arabia,0,1,1994-06-29,1994,United States,52959,0–1,Group stage,,Saeed Al-Owairan · 5,,,,,,,"['61&rsquor;|0:1|Enzo Scifo', '80&rsquor;|0:1|Rudi Smidts']","['3&rsquor;|0:0|Ahmed Jamil Madani', '77&rsquor;|0:1|Hamzah Idris']",Masculina
Italy,Mexico,1,1,1994-06-28,1994,United States,52535,1–1,Group stage,Daniele Massaro · 48,Marcelino Bernal · 57,,,,,,,['33&rsquor;|0:0|Demetrio Albertini'],"['25&rsquor;|0:0|Joaquín del Olmo', '63&rsquor;|1:1|Luis García Postigo', '66&rsquor;|1:1|Alberto García Aspe']",Masculina
Republic of Ireland,Norway,0,0,1994-06-28,1994,United States,72404,0–0,Group stage,,,,,,,,,"['3&rsquor;|0:0|Roy Keane', '29&rsquor;|0:0|Ray Houghton', '83&rsquor;|0:0|Gary Kelly']","['36&rsquor;|0:0|Gøran Sørloth', '45&rsquor;|0:0|Erland Johnsen']",Masculina
Russia,Cameroon,6,1,1994-06-28,1994,United States,74914,6–1,Group stage,Oleg Salenko · 15|Oleg Salenko · 41|Oleg Salenko · 72|Oleg Salenko · 75|Dmitri Radchenko · 81,Roger Milla · 46,,,Oleg Salenko (P) · 44,,,,"['57&rsquor;|3:1|Valeri Karpin', '87&rsquor;|6:1|Dmitri Khlestov', '90&rsquor;|6:1|Yuriy Nikiforov']","['12&rsquor;|0:0|André Kana-Biyik', ""44&rsquor;|3:0|Jacques Songo'o""]",Masculina
Brazil,Sweden,1,1,1994-06-28,1994,United States,77217,1–1,Group stage,Romário · 46,Kennet Andersson · 23,,,,,,,['23&rsquor;|0:1|Aldair'],['83&rsquor;|1:1|Håkan Mild'],Masculina
Germany,Korea Republic,3,2,1994-06-27,1994,United States,63998,3–2,Group stage,Jürgen Klinsmann · 12|Karl-Heinz Riedle · 20|Jürgen Klinsmann · 37,Hwang Sun-hong · 52|Hong Myung-bo · 63,,,,,,,"['24&rsquor;|2:0|Andreas Brehme', '28&rsquor;|2:0|Jürgen Klinsmann', '44&rsquor;|3:0|Stefan Effenberg']",['89&rsquor;|3:2|Choi Young-il'],Masculina
Bolivia,Spain,1,3,1994-06-27,1994,United States,63089,1–3,Group stage,Erwin Sánchez · 67,José Luis Caminero · 66|José Luis Caminero · 70,,,,Pep Guardiola (P) · 19,,,,"['46&rsquor;|0:1|Albert Ferrer', '90&rsquor;|1:3|José Luis Caminero']",Masculina
Bulgaria,Greece,4,0,1994-06-26,1994,United States,63160,4–0,Group stage,Yordan Letchkov · 65|Daniel Borimirov · 90,,,,Hristo Stoichkov (P) · 5|Hristo Stoichkov (P) · 55,,,,"['17&rsquor;|1:0|Petar Hubchev', '26&rsquor;|1:0|Trifon Ivanov', '33&rsquor;|1:0|Zlatko Yankov', '84&rsquor;|3:0|Daniel Borimirov']","['6&rsquor;|1:0|Alexis Alexoudis', '42&rsquor;|1:0|Minas Hantzidis', '59&rsquor;|2:0|Tasos Mitropoulos', '70&rsquor;|3:0|Vaios Karagiannis']",Masculina
United States,Romania,0,1,1994-06-26,1994,United States,93869,0–1,Group stage,,Dan Petrescu · 18,,,,,,,"['41&rsquor;|0:1|John Harkes', '48&rsquor;|0:1|Fernando Clavijo']","['62&rsquor;|0:1|Florin Răducioiu', '73&rsquor;|0:1|Dan Petrescu']",Masculina
Switzerland,Colombia,0,2,1994-06-26,1994,United States,83401,0–2,Group stage,,Hernán Gaviria · 44|John Harold Lozano · 90,,,,,,,"['39&rsquor;|0:0|Adrian Knup', '85&rsquor;|0:1|Georges Bregy']","['58&rsquor;|0:1|Hernán Gaviria', '62&rsquor;|0:1|Carlos Valderrama', '80&rsquor;|0:1|Leonel Álvarez']",Masculina
Belgium,Netherlands,1,0,1994-06-25,1994,United States,62387,1–0,Group stage,Philippe Albert · 65,,,,,,,,['20&rsquor;|0:0|Vital Borkelmans'],"['19&rsquor;|0:0|Jan Wouters', '39&rsquor;|0:0|Wim Jonk', '49&rsquor;|0:0|Rob Witschge', '81&rsquor;|1:0|Frank Rijkaard', '88&rsquor;|1:0|Dennis Bergkamp']",Masculina
